TOT_POP,0-9,0-9_y-o_%_of_total_pop,19-Oct,10-19_y-o_%_of_total_pop,20-29,20-29_y-o_%_of_total_pop,30-39,30-39_y-o_%_of_total_pop,40-49,40-49_y-o_%_of_total_pop,50-59,50-59_y-o_%_of_total_pop,60-69,60-69_y-o_%_of_total_pop,70-79,70-79_y-o_%_of_total_pop,80+,80+_y-o_%_of_total_pop,White-alone_pop,%_White-alone,Black-alone_pop,%_Black-alone,Native_American-American_Indian-alone_pop,%_NA-AI-alone,Asian-alone_pop,%_Asian-alone,Hawaiian-Pacific_Islander-alone_pop,%_Hawaiian-PI-alone,Two_or_more_races_pop,%_Two_or_more_races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,Percent_of_Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,county_pop2018_18_and_older,anycondition_number,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,Heart_disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
55601,6787,12.20661499,7637,13.73536447,6878,12.37028111,7089,12.74977069,7582,13.63644539,7738,13.91701588,5826,10.47822881,4050,7.284041654,2014,3.62223701,42660,76.72523875,10915,19.63094189,267,0.480207191,681,1.224798115,62,0.111508786,1016,1.827305264,55601,158,455,11.8,9.6,2.2,0.0,0.7,0.6,4204,12119,10552,10291,7587,13.8,19.3,19.5,59338,25957,25015,942,59338,119.0,217.1,196.7,77.2,71.2,7.6,6.9,28.85913663,6.085785611,1.148905321,25.99256097,21.24906079,72.14215392,6,55036,10523,19.1,0,0,1,1,42438,20181,35.8,15193,7.9,3345,8.6,3644,12.9,5462,3.1,1326,3
218022,24757,11.35527607,26913,12.3441671,23579,10.81496363,25213,11.56442928,27338,12.53910156,29986,13.75365789,29932,13.72888975,20936,9.602700645,9368,4.296814083,190301,87.2852281,19492,8.940382163,1684,0.772399116,2508,1.150342626,146,0.066965719,3891,1.78468228,218022,5403,2190,10.5,10.3,0.1,0.5,24.3,24.8,14310,40579,46025,46075,21069,9.8,13.9,13.1,57588,93849,90456,3393,57588,115.5,217.1,196.7,77.2,71.2,7.6,6.9,113.1621137,23.86351236,4.505074295,101.9217303,83.32157211,282.882982,51,203360,53519,26.3,1,0,1,3,170912,68790,29.7,50761,7.8,13414,8.6,14692,12.0,20520,3.2,5479,4
24881,2732,10.98026607,2960,11.89662795,3268,13.13452032,3201,12.86523854,3074,12.35480889,3278,13.17471163,3076,12.36284715,2244,9.018930107,1048,4.212049355,12209,49.06957116,12042,48.39837627,164,0.659137495,113,0.45416181,46,0.184880029,307,1.233873237,24881,-277,2820,10.4,12.9,-2.5,0.5,-9.1,-8.6,4901,6486,4566,2220,6788,30.9,43.9,36.7,34382,8373,7940,433,34382,68.9,217.1,196.7,77.2,71.2,7.6,6.9,12.91423137,2.72334008,0.514125884,11.63146184,9.508783681,32.28303325,5,26201,6150,23.5,2,0,1,5,19689,11325,40.7,8013,11.0,2159,12.1,2373,19.7,3870,4.5,887,6
22400,2456,10.96428571,2596,11.58928571,3029,13.52232143,3113,13.89732143,3038,13.5625,3115,13.90625,2545,11.36160714,1723,7.691964286,785,3.504464286,17211,76.83482143,4770,21.29464286,98,0.4375,53,0.236607143,26,0.116071429,242,1.080357143,22400,-155,2151,11.1,11.4,-0.3,0.4,-7.0,-6.6,2650,7471,3846,1813,4400,21.8,27.8,26.3,46064,8661,8317,344,46064,92.3,217.1,196.7,77.2,71.2,7.6,6.9,11.62649342,2.4517832,0.462860006,10.47163479,8.560618723,29.06394215,0,22580,4773,21.1,3,0,1,7,17813,9190,38.7,6894,8.6,1533,10.0,1789,14.1,2511,3.3,595,2
57840,7095,12.26659751,7570,13.08782849,6742,11.65629322,6884,11.90179806,7474,12.92185339,7844,13.5615491,6965,12.04183956,4931,8.525242047,2335,4.036998617,55456,95.87828492,950,1.642461964,378,0.653526971,185,0.319847856,70,0.121023513,801,1.384854772,57840,13,489,11.8,11.4,0.3,0.1,-0.2,0.0,7861,13489,13267,5010,7527,13.2,18.0,15.5,50412,25006,24128,878,50412,101.1,217.1,196.7,77.2,71.2,7.6,6.9,30.02126693,6.330854476,1.195170658,27.03925697,22.10474049,75.04725063,6,57667,13600,23.6,4,0,1,9,44448,20584,34.0,15112,9.2,4101,10.5,4661,13.5,6017,3.4,1507,2
10138,1198,11.81692642,1130,11.14618268,1395,13.76011048,1446,14.26316828,1274,12.56658118,1356,13.37541921,1219,12.02406786,703,6.934306569,417,4.113237325,2661,26.24778063,7168,70.70428092,85,0.838429671,19,0.187413691,76,0.749654764,129,1.272440324,10138,-38,1661,11.3,11.8,-0.5,-0.2,-3.0,-3.2,1760,2817,1582,945,3610,42.5,68.3,66.5,29267,4776,4552,224,29267,58.7,217.1,196.7,77.2,71.2,7.6,6.9,5.262026351,1.109650807,0.209485479,4.739349709,3.874444313,13.15402882,0,10478,2371,22.6,5,0,1,11,8001,4853,45.8,3664,10.0,804,10.9,873,20.6,1651,4.5,360,6
19680,2351,11.94613821,2461,12.5050813,2286,11.61585366,2337,11.875,2318,11.77845528,2491,12.65752033,2683,13.63313008,1660,8.43495935,1093,5.553861789,10283,52.25101626,8839,44.91361789,74,0.37601626,259,1.316056911,10,0.050813008,215,1.092479675,19680,-218,333,11.2,12.1,-0.9,0.9,-11.0,-10.1,2141,6091,3421,2235,4731,24.5,36.3,35.3,37365,8914,8487,427,37365,74.9,217.1,196.7,77.2,71.2,7.6,6.9,10.21470493,2.154066668,0.406655577,9.200079135,7.521115021,25.53474918,7,20126,5151,25.6,6,0,1,13,15302,8891,41.2,6304,10.4,1588,11.4,1741,18.6,2841,4.3,662,6
114277,13141,11.49925182,14637,12.80835164,15463,13.53115675,13865,12.13280013,13727,12.01204092,15325,13.41039754,14641,12.8118519,8979,7.857224113,4499,3.936925191,86026,75.27848998,24153,21.13548658,617,0.539916169,1102,0.96432353,126,0.110258407,2253,1.971525329,114277,-387,2739,11.3,13.1,-1.8,0.6,-2.2,-1.6,12620,25653,26643,14219,21719,19.5,26.5,24.1,45400,45972,43833,2139,45400,91.0,217.1,196.7,77.2,71.2,7.6,6.9,59.3143209,12.50814414,2.361350576,53.42263431,43.6732958,148.2741124,24,115527,27115,23.5,7,0,1,15,89582,48041,40.9,36639,9.1,8146,10.2,9158,14.7,13182,3.6,3204,4
33615,3869,11.50974267,3812,11.34017552,4380,13.02989737,3734,11.10813625,4078,12.13148892,4761,14.16331995,4492,13.36308196,2972,8.84129109,1517,4.51286628,19182,57.0638108,13446,40.0,103,0.306410829,446,1.326788636,15,0.044622936,423,1.258366801,33615,-143,458,10.6,13.7,-3.1,0.6,-1.7,-1.1,4383,9060,7003,3118,6181,18.7,30.7,30.3,39917,15276,14679,597,39917,80.0,217.1,196.7,77.2,71.2,7.6,6.9,17.44752572,3.679316619,0.69459996,15.71446444,12.84666064,43.61537569,0,33895,8501,25.1,8,0,1,17,26623,14836,39.1,10410,9.8,2618,10.8,2870,17.5,4664,4.0,1068,5
26032,2554,9.811001844,2981,11.45129072,2852,10.95574677,2504,9.618930547,3204,12.3079287,3873,14.87784266,3946,15.15826675,2835,10.89044253,1283,4.928549478,24217,93.02781192,1109,4.260141364,172,0.660725261,88,0.338045483,8,0.030731408,438,1.682544561,26032,217,290,8.4,13.1,-4.7,0.0,13.0,13.0,3692,7157,5417,2407,4180,16.3,24.7,22.2,42132,11622,11207,415,42132,84.5,217.1,196.7,77.2,71.2,7.6,6.9,13.51164628,2.849322333,0.53790945,12.16953557,9.948661902,33.77645277,0,25855,7513,29.1,9,0,1,19,21042,11769,39.1,8227,10.8,2282,12.1,2540,15.9,3353,3.9,814,6
44153,5652,12.80094218,5818,13.17690757,5566,12.60616493,5233,11.85196929,5655,12.80773673,5932,13.43510067,5359,12.13734061,3334,7.551015786,1604,3.632822232,38459,87.10393405,4579,10.37075623,250,0.566212941,215,0.48694313,77,0.174393586,573,1.297760062,44153,36,393,11.9,11.5,0.5,0.6,-0.1,0.4,5302,13125,7147,4219,7542,17.3,23.3,22.7,47547,19476,18773,703,47547,95.3,217.1,196.7,77.2,71.2,7.6,6.9,22.91716803,4.832749269,0.912350796,20.64080762,16.87397315,57.28840348,6,43805,9429,21.5,10,0,1,21,33662,18925,40.4,13599,9.4,3181,10.9,3672,15.2,5115,3.5,1185,2
12841,1324,10.31072346,1489,11.59567012,1402,10.91815279,1289,10.03815902,1478,11.51000701,1947,15.16237053,1824,14.20450121,1371,10.67673857,717,5.583677284,7343,57.18401994,5355,41.70235963,24,0.186901332,23,0.179113776,0,0.0,96,0.747605327,12841,-94,129,10.4,13.7,-3.3,-0.2,-3.9,-4.0,1754,3606,2851,1225,2806,22.1,32.1,29.2,39907,4694,4434,260,39907,80.0,217.1,196.7,77.2,71.2,7.6,6.9,6.664991159,1.40550661,0.265338631,6.002958139,4.907451117,16.66116434,0,13188,3759,28.5,11,0,1,23,10274,5876,42.9,4408,11.0,1135,11.8,1212,19.2,1976,4.5,464,6
23920,2704,11.30434783,3045,12.72993311,2911,12.16973244,2557,10.68979933,2871,12.00250836,3419,14.29347826,2996,12.52508361,2220,9.280936455,1197,5.004180602,12781,53.43227425,10674,44.62374582,126,0.526755853,104,0.434782609,5,0.02090301,230,0.961538462,23920,-177,280,11.1,12.8,-1.7,-0.1,-5.5,-5.6,3175,7372,4205,2118,5381,22.8,31.7,31.4,40741,7627,7057,570,40741,81.7,217.1,196.7,77.2,71.2,7.6,6.9,12.41543404,2.618154203,0.494268363,11.18221001,9.141517851,31.03613823,0,24625,6134,24.9,12,0,1,25,18725,10741,40.5,7584,10.7,2003,11.5,2161,19.1,3575,4.3,811,6
13275,1420,10.69679849,1564,11.78154426,1543,11.62335217,1455,10.96045198,1604,12.08286252,1991,14.99811676,1799,13.55178908,1214,9.145009416,685,5.16007533,11046,83.20903955,1868,14.07156309,72,0.542372881,32,0.241054614,0,0.0,257,1.935969868,13275,-92,255,9.6,13.3,-3.7,-0.1,-3.2,-3.2,2275,3366,2700,944,2285,17.6,25.8,25.0,39201,5963,5730,233,39201,78.6,217.1,196.7,77.2,71.2,7.6,6.9,6.890254469,1.45300991,0.274306544,6.205846063,5.073313105,17.22427822,4,13407,3480,26.0,13,0,1,27,10587,5575,35.9,3801,10.6,1117,12.2,1287,16.4,1732,4.0,418,6
14987,1829,12.20391006,1905,12.71101621,1687,11.25642223,1665,11.10962834,1930,12.87782745,2113,14.0988857,1851,12.35070394,1358,9.061186362,649,4.330419697,14234,94.97564556,441,2.94255021,74,0.49376126,33,0.220190832,11,0.073396944,194,1.294455195,14987,81,178,11.2,13.2,-2.1,-0.5,8.2,7.6,2364,4135,2518,1428,2356,16.0,22.9,22.9,46495,5743,5499,244,46495,93.2,217.1,196.7,77.2,71.2,7.6,6.9,7.778850751,1.640396197,0.309682273,7.00617815,5.727588965,19.4455938,0,14939,3691,24.7,14,0,1,29,11575,5959,37.1,4294,9.9,1146,11.5,1332,14.4,1665,3.6,416,6
51909,6605,12.72419041,6828,13.15378836,6312,12.15974109,6586,12.68758789,6896,13.28478684,6662,12.83399796,5958,11.47777842,3963,7.634514246,2099,4.043614787,39368,75.84041303,9192,17.70791192,732,1.410160088,849,1.635554528,206,0.396848331,1562,3.0091121,51909,132,518,12.6,10.4,2.1,0.3,0.1,0.4,4833,9723,12181,8175,7053,13.8,21.9,20.1,55122,20817,19995,822,55122,110.5,217.1,196.7,77.2,71.2,7.6,6.9,26.94284137,5.681679201,1.072616074,24.26661117,19.83808738,67.35179345,7,51073,11027,21.6,15,0,1,31,39629,20571,36.0,14266,8.2,3258,9.0,3564,14.1,5596,3.3,1302,5
54762,6248,11.40937146,6318,11.53719733,6811,12.43745663,6424,11.73076221,6666,12.17267448,7508,13.71023703,7290,13.31215076,4847,8.851028085,2650,4.839122019,44138,80.59968591,8875,16.20649355,363,0.662868412,323,0.589825061,41,0.074869435,1022,1.866257624,54762,253,474,11.2,12.5,-1.4,0.1,5.9,6.0,6016,13927,11459,7236,7459,13.8,21.0,19.3,49055,23258,22184,1074,49055,98.3,217.1,196.7,77.2,71.2,7.6,6.9,28.42366216,5.993953196,1.131568734,25.60034215,20.92841976,71.05355358,22,54435,14062,25.8,16,0,1,33,43392,23618,38.0,16489,9.4,4065,10.3,4484,14.8,6429,3.6,1542,4
12277,1367,11.13464201,1434,11.68037794,1410,11.48489045,1260,10.26309359,1335,10.87399202,1754,14.2868779,1726,14.05880916,1308,10.65406858,683,5.563248351,6339,51.63313513,5680,46.26537428,63,0.51315468,26,0.211778122,4,0.032581249,165,1.343976542,12277,-158,45,10.2,14.8,-4.6,0.1,-8.3,-8.2,1703,4315,1881,949,2979,24.4,40.1,38.9,32613,4494,4259,235,32613,65.4,217.1,196.7,77.2,71.2,7.6,6.9,6.372252664,1.343774212,0.253684477,5.739297334,4.691906967,15.9293758,0,12649,3542,28.0,17,0,1,35,9727,5764,43.2,4202,11.7,1139,12.7,1239,20.5,1994,4.8,464,6
10715,928,8.66075595,1023,9.547363509,1165,10.87260849,1028,9.594027065,1379,12.86980868,1750,16.33224452,1746,16.29491367,1137,10.61129258,559,5.216985534,7167,66.88754083,3309,30.8819412,64,0.597293514,15,0.139990667,18,0.167988801,142,1.325244984,10715,-42,248,8.4,11.4,-3.0,1.3,-2.1,-0.8,1675,3178,2424,953,1973,18.9,30.1,30.5,42423,4376,4193,183,42423,85.0,217.1,196.7,77.2,71.2,7.6,6.9,5.561512364,1.172806115,0.221408257,5.009087801,4.09495668,13.90268483,0,10955,3145,28.7,18,0,1,37,8938,5115,41.0,3665,11.2,997,12.0,1075,18.6,1662,4.3,385,5
36986,4438,11.99913481,4397,11.88828205,4187,11.32049965,4094,11.06905316,4178,11.29616612,5141,13.899854,5037,13.61866652,3508,9.484669875,2006,5.423673823,31269,84.54279998,4664,12.61017682,256,0.692153788,172,0.465040826,4,0.010814903,621,1.679013681,36986,-92,575,11.5,14.5,-3.0,-0.1,0.6,0.6,4530,9368,8588,3952,7239,19.9,29.5,30.2,40203,15617,14902,715,40203,80.6,217.1,196.7,77.2,71.2,7.6,6.9,19.19720917,4.048288099,0.764256258,17.29035198,14.13495733,47.98923949,13,37519,10290,27.4,19,0,1,39,28897,14939,37.6,10865,10.3,2983,11.1,3202,15.8,4557,3.8,1096,6
13824,1682,12.16724537,1764,12.76041667,1649,11.92853009,1557,11.26302083,1648,11.9212963,1913,13.83825231,1828,13.22337963,1181,8.543113426,602,4.35474537,10062,72.78645833,3244,23.46643519,87,0.629340278,155,1.121238426,6,0.043402778,270,1.953125,13824,-37,132,10.2,13.1,-2.9,-0.1,0.4,0.2,2091,3753,2326,1505,2661,19.5,30.8,29.3,39057,6298,6041,257,39057,78.3,217.1,196.7,77.2,71.2,7.6,6.9,7.175207365,1.513100489,0.285650747,6.462494612,5.283124698,17.9366043,0,13866,3371,24.3,20,0,1,41,10664,5616,36.6,3903,9.8,1050,11.1,1184,16.4,1745,3.9,411,6
83442,10276,12.31514106,10256,12.29117231,10389,12.45056446,9926,11.89568802,10335,12.38584885,11234,13.46324393,10452,12.52606601,7221,8.653915294,3353,4.018360058,79985,95.85700247,1116,1.337455957,539,0.645957671,561,0.67232329,72,0.086287481,1169,1.400973131,83442,606,1049,11.8,12.5,-0.7,0.3,7.7,8.1,10405,20382,18559,7866,11925,14.5,19.7,19.8,45796,37830,36589,1241,45796,91.8,217.1,196.7,77.2,71.2,7.6,6.9,43.30972605,9.133111328,1.724194849,39.00777455,31.88906909,108.2657795,12,81703,19667,24.1,21,0,1,43,64685,31416,33.4,21605,9.2,5947,10.8,7008,13.7,8840,3.4,2195,5
48956,6386,13.04436637,5918,12.08840592,7013,14.32510826,6312,12.89321023,5688,11.61859629,6222,12.70937168,5750,11.74524062,3752,7.664024839,1915,3.911675791,36119,73.77849498,10262,20.96167988,392,0.800719013,695,1.419642128,104,0.212435657,1384,2.827028352,48956,-298,922,13.3,11.2,2.0,-0.7,-7.3,-8.1,4732,10924,12036,5690,7743,16.2,24.4,24.4,45309,20120,19274,846,45309,90.8,217.1,196.7,77.2,71.2,7.6,6.9,25.41011659,5.358459747,1.011597074,22.88613181,18.70953796,63.52028358,6,49393,10498,21.3,22,0,1,45,37709,20251,43.4,16366,8.6,3257,9.6,3609,14.4,5427,3.4,1294,5
38310,4767,12.44322631,5345,13.95197076,4753,12.40668233,4298,11.21900287,4154,10.8431219,5259,13.7274863,5112,13.34377447,3059,7.98486035,1563,4.079874706,10630,27.74732446,26994,70.46202036,111,0.289741582,223,0.582093448,17,0.044374837,335,0.874445315,38310,-925,852,11.9,13.7,-1.9,0.1,-22.1,-22.0,5135,9368,8076,4021,11841,31.4,48.0,45.3,34035,14860,13887,973,34035,68.2,217.1,196.7,77.2,71.2,7.6,6.9,19.88441798,4.193205999,0.79161459,17.90930039,14.64095104,49.70712607,18,40755,9436,23.2,23,0,1,47,29189,17157,42.2,12318,10.6,3103,11.4,3327,21.1,6160,4.8,1392,5
71385,8929,12.50823002,10009,14.0211529,8600,12.04734888,8219,11.51362331,9344,13.08958465,9397,13.16382994,8595,12.04034461,5624,7.878405828,2668,3.737479863,66184,92.71415563,1325,1.856132241,1449,2.029838201,368,0.515514464,457,0.640190516,1602,2.244168943,71385,-19,782,11.4,11.3,0.1,0.5,-0.8,-0.4,12394,15956,13441,6085,14975,21.3,29.6,29.6,39491,30129,28979,1150,39491,79.2,217.1,196.7,77.2,71.2,7.6,6.9,37.05166217,7.81341713,1.475056318,33.37132363,27.28123962,92.62185315,12,71194,15782,22.2,24,0,1,49,54197,28324,35.4,19186,10.5,5694,12.5,6766,15.6,8479,3.8,2082,6
81887,9635,11.76621442,10359,12.65035964,11143,13.60777657,11007,13.44169404,11003,13.43680926,11202,13.67982708,9251,11.29727551,5758,7.031641164,2529,3.088402311,61800,75.4698548,17570,21.45639723,425,0.519007901,581,0.709514331,95,0.116013531,1416,1.729212207,81887,471,5021,11.0,10.0,1.0,0.3,4.6,4.8,7594,18304,16197,13664,8559,11.2,16.3,15.8,60367,37215,35932,1283,60367,121.0,217.1,196.7,77.2,71.2,7.6,6.9,42.50261903,8.962909414,1.692063273,38.2808374,31.29479399,106.248171,5,80989,15929,19.7,25,0,1,51,63676,33116,35.4,22541,7.5,4793,8.5,5393,12.7,8072,3.0,1892,3
36748,4526,12.31631653,4427,12.04691412,4757,12.94492217,4606,12.53401546,4695,12.77620551,4863,13.23337324,4319,11.75302057,3054,8.310656362,1501,4.084576031,22792,62.02242299,11639,31.67247197,1423,3.872319582,112,0.304778491,23,0.06258844,759,2.065418526,36748,-251,2685,11.8,13.2,-1.4,0.1,-5.5,-5.5,4792,11546,6340,3287,8022,23.6,32.8,31.5,38418,14352,13696,656,38418,77.0,217.1,196.7,77.2,71.2,7.6,6.9,19.07367768,4.022237903,0.75933837,17.17909086,14.04400075,47.6804351,14,37621,8677,23.1,26,0,1,53,28529,15357,37.7,10755,10.2,2914,11.5,3270,17.3,4944,4.0,1148,6
102501,11836,11.54720442,12443,12.13939376,12828,12.51499985,11852,11.56281402,13307,12.98231237,13726,13.39108887,13446,13.1179208,8812,8.596989298,4251,4.147276612,82796,80.77579731,16094,15.70131023,624,0.608774549,852,0.831211403,318,0.310240876,1817,1.772665633,102501,-436,2086,11.4,14.3,-2.9,0.2,-1.5,-1.3,11147,23665,24416,12767,17509,17.5,28.8,25.1,44903,43096,41328,1768,44903,90.0,217.1,196.7,77.2,71.2,7.6,6.9,53.20210722,11.21920669,2.118018458,47.91754631,39.17285624,132.9947828,56,103132,25122,24.4,27,0,1,55,80504,43607,37.0,29786,9.5,7643,10.6,8502,15.2,12221,3.6,2878,4
16433,1878,11.4282237,1943,11.82376924,1966,11.96373152,1777,10.81360677,1994,12.13412037,2235,13.60068156,2258,13.74064383,1595,9.706079231,787,4.789143796,14076,85.65690988,1970,11.98807278,77,0.468569342,72,0.438142762,0,0.0,238,1.448305239,16433,-41,291,10.1,13.7,-3.5,0.2,1.0,1.2,2060,4868,3273,1516,3801,23.5,37.4,39.1,39254,6482,6215,267,39254,78.7,217.1,196.7,77.2,71.2,7.6,6.9,8.529382424,1.798667559,0.339561539,7.682159574,6.280207477,21.32177506,12,16657,4604,27.6,28,0,1,57,12961,6463,34.8,4510,10.5,1356,11.7,1522,15.5,2009,3.9,504,6
31363,4182,13.33418359,4215,13.43940312,3921,12.50199279,3654,11.65067117,4141,13.2034563,4041,12.88460925,3554,11.33182412,2389,7.617256002,1266,4.036603641,28738,91.63026496,1427,4.54994739,485,1.546408188,107,0.341166343,78,0.248700698,528,1.683512419,31363,-227,272,13.5,11.6,2.0,1.5,-10.7,-9.2,4835,7666,5632,2679,5939,19.2,30.1,28.8,39388,14203,13673,530,39388,79.0,217.1,196.7,77.2,71.2,7.6,6.9,16.2786479,3.432824843,0.648065998,14.66169115,11.98601272,40.69341151,7,31507,7054,22.4,29,0,1,59,23668,12243,36.0,8520,9.7,2285,11.1,2634,14.8,3496,3.6,862,6
26314,2981,11.32857034,3336,12.67766208,2859,10.86493882,2953,11.22216311,3249,12.3470396,3627,13.78353728,3643,13.84434142,2414,9.17382382,1252,4.757923539,22951,87.21973094,2491,9.466443718,270,1.026069773,90,0.342023258,19,0.07220491,493,1.8735274,26314,-96,229,10.3,13.5,-3.2,-0.2,-0.2,-0.4,3891,6924,5720,2063,5537,21.3,29.5,26.8,37823,10851,10425,426,37823,75.8,217.1,196.7,77.2,71.2,7.6,6.9,13.65801552,2.880188532,0.543736527,12.30136597,10.05643398,34.14234705,6,26572,6716,25.3,30,0,1,61,20546,11517,43.0,8835,11.0,2268,12.4,2553,16.7,3429,4.0,829,4
8233,993,12.06121705,998,12.12194826,996,12.09765578,866,10.51864448,798,9.692700109,1098,13.33657233,1287,15.63221183,750,9.109680554,447,5.42936961,1519,18.45013968,6597,80.12875015,27,0.3279485,22,0.267217296,0,0.0,68,0.82594437,8233,-85,45,12.0,11.8,0.1,0.1,-10.4,-10.3,1406,2149,1689,589,2459,30.1,44.0,42.5,28524,2838,2647,191,28524,57.2,217.1,196.7,77.2,71.2,7.6,6.9,4.27325537,0.90113978,0.170121716,3.848793268,3.146409551,10.68229624,0,8533,2352,27.6,31,0,1,63,6408,3996,45.6,2922,12.5,802,13.4,859,25.6,1641,5.8,369,6
14726,1888,12.82086106,1866,12.67146544,1884,12.79369822,1623,11.02132283,1601,10.8719272,2022,13.73081624,1936,13.14681516,1201,8.15564308,705,4.787450767,5988,40.66277333,8561,58.13527095,37,0.251256281,42,0.285209833,2,0.013581421,96,0.65190819,14726,-83,221,12.6,14.0,-1.4,0.0,-4.1,-4.1,1647,4292,2711,1421,3705,25.6,35.6,34.0,34724,5991,5686,305,34724,69.6,217.1,196.7,77.2,71.2,7.6,6.9,7.643381341,1.611828545,0.304289127,6.884164905,5.62784247,19.10694697,0,14995,3945,26.3,32,0,1,65,11332,6560,45.6,5167,10.5,1187,11.4,1292,20.0,2265,4.6,516,4
17209,1841,10.69789064,2050,11.91237143,1812,10.52937416,1914,11.12208728,2157,12.53413911,2247,13.05712127,2568,14.92242431,1734,10.07612296,886,5.148468824,12280,71.35801034,4523,26.28275902,85,0.493927596,64,0.371898425,4,0.023243652,253,1.470160962,17209,69,199,10.6,12.7,-2.1,0.1,6.1,6.2,2412,4081,3487,2187,3037,17.9,27.2,24.4,46027,6766,6466,300,46027,92.3,217.1,196.7,77.2,71.2,7.6,6.9,8.932157375,1.883604334,0.355596332,8.044926922,6.576771768,22.32863306,0,17110,4834,28.3,33,0,1,67,13662,7147,36.0,4918,10.1,1380,11.0,1501,16.6,2272,4.0,547,4
104722,12878,12.29732052,13493,12.88458968,12814,12.23620634,13302,12.70220202,12976,12.39090163,13919,13.29138099,12637,12.06718741,8358,7.981130994,4345,4.149080422,72324,69.06285212,28491,27.20631768,566,0.540478601,1110,1.059949199,99,0.09453601,2132,2.035866389,104722,349,1416,12.2,11.3,0.9,0.4,2.1,2.5,10261,22680,23681,15076,17032,16.5,21.9,21.7,47993,45150,43325,1825,47993,96.2,217.1,196.7,77.2,71.2,7.6,6.9,54.3548948,11.46230537,2.163911854,48.9558276,40.02165687,135.8765246,66,104108,23474,22.5,34,0,1,69,80602,41884,34.9,28130,9.1,7367,9.9,8006,16.1,12957,3.6,2878,4
51736,5632,10.8860368,6258,12.09602598,5964,11.5277563,5636,10.89376836,6726,13.00061852,7205,13.92647286,7208,13.93227153,4858,9.389979898,2249,4.347069739,47215,91.26140405,1855,3.585511056,870,1.68161435,303,0.585665687,57,0.110174733,1436,2.775630122,51736,-171,597,11.0,13.1,-2.1,0.2,-1.3,-1.1,6526,15181,10238,5280,10046,19.7,26.8,22.9,41929,23241,22286,955,41929,84.1,217.1,196.7,77.2,71.2,7.6,6.9,26.85304747,5.662743554,1.069041307,24.18573649,19.77197189,67.1273264,10,52326,13441,25.7,35,0,1,71,40930,21354,36.9,15103,10.8,4415,12.2,4978,15.4,6307,3.9,1582,5
659300,83866,12.7204611,82823,12.56226301,91855,13.93220082,89590,13.58865463,80221,12.167602,83769,12.70574852,78622,11.92507205,43004,6.522675565,25550,3.875322312,350457,53.15592295,286501,43.45533141,1892,0.28697103,11676,1.77096921,376,0.057030184,8398,1.273775216,659300,-246,16694,12.8,11.1,1.7,0.7,-2.7,-2.0,46025,120037,137208,145462,103604,16.1,22.6,21.1,55013,314014,302359,11655,55013,110.3,217.1,196.7,77.2,71.2,7.6,6.9,342.2029959,72.16342248,13.62337508,308.2120007,251.9649966,855.4400474,471,659460,138161,21.0,36,0,1,73,509229,233701,34.5,175684,7.6,38899,8.1,41253,13.5,68819,3.4,17072,1
13844,1498,10.82057209,1745,12.60473851,1463,10.56775498,1471,10.62554175,1763,12.73475874,1903,13.74602716,1851,13.37041318,1398,10.0982375,752,5.431956082,12084,87.2869113,1466,10.58942502,40,0.288933834,14,0.101126842,2,0.014446692,238,1.719156313,13844,-58,217,9.7,14.1,-4.3,-0.1,0.3,0.2,1741,3950,2967,1235,2374,17.4,25.3,23.1,40936,5721,5503,218,40936,82.1,217.1,196.7,77.2,71.2,7.6,6.9,7.185588163,1.515289581,0.286064014,6.471844286,5.290768107,17.96255425,0,14021,3811,27.2,37,0,1,75,10883,5923,36.3,3951,11.1,1213,12.4,1345,16.8,1823,4.1,442,6
