TOT_POP,0-9,0-9_y-o_%_of_total_pop,19-Oct,10-19_y-o_%_of_total_pop,20-29,20-29_y-o_%_of_total_pop,30-39,30-39_y-o_%_of_total_pop,40-49,40-49_y-o_%_of_total_pop,50-59,50-59_y-o_%_of_total_pop,60-69,60-69_y-o_%_of_total_pop,70-79,70-79_y-o_%_of_total_pop,80+,80+_y-o_%_of_total_pop,White-alone_pop,%_White-alone,Black-alone_pop,%_Black-alone,Native_American-American_Indian-alone_pop,%_NA-AI-alone,Asian-alone_pop,%_Asian-alone,Hawaiian-Pacific_Islander-alone_pop,%_Hawaiian-PI-alone,Two_or_more_races_pop,%_Two_or_more_races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,Percent_of_Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,county_pop2018_18_and_older,anycondition_number,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,Heart_disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
64382,7550,11.72688018,7157,11.11646112,6693,10.39576279,7197,11.17859029,6829,10.60700196,8928,13.86722997,10336,16.05417663,6668,10.35693206,3024,4.69696499,56154,87.22003044,1320,2.050262496,2830,4.395638533,887,1.377714268,199,0.309092604,2992,4.647261657,64382,220,1124,11.5,12.8,-1.3,-0.3,5.1,4.8,6872,13951,18247,7324,11689,18.4,26.3,25.1,45086,29116,27594,1522,45086,59.9,279.6,243.8,96.2,87.1,7.2,6.2,25.08741864,12.88549976,0.584298903,36.39742721,24.73586275,95.65412487,8,64095,19092,29.8,182,4,6,33,50892,21992,30.0,15268,9.2,4675,9.7,4927,13.5,6847,4.0,2028,5
30802,2987,9.697422245,2954,9.590286345,5363,17.41120706,5067,16.4502305,4196,13.62249205,3732,12.11609636,3469,11.2622557,1997,6.483345237,1037,3.366664502,24988,81.1246023,2558,8.304655542,1315,4.269203298,478,1.551847283,278,0.902538796,1185,3.847152782,30802,-321,7640,9.6,7.7,2.0,0.5,-13.0,-12.5,3853,7444,8396,2697,3653,15.8,15.8,15.4,57705,9899,9425,474,57705,76.7,279.6,243.8,96.2,87.1,7.2,6.2,12.00246449,6.16475356,0.279543581,17.41346266,11.83427114,45.76338657,0,31470,5929,18.8,183,4,6,35,25535,9937,28.7,7329,6.7,1710,7.4,1891,10.2,2608,3.0,762,5
10105518,1208253,11.95636879,1239139,12.26200379,1557073,15.40814632,1501844,14.86162313,1350076,13.35979017,1306003,12.9236621,1014325,10.03733802,572530,5.665518581,356275,3.525549111,7151444,70.76771324,906467,8.970020141,145254,1.437373126,1551894,15.35689709,37200,0.368115717,313259,3.099880679,10105518,-13241,178334,11.8,6.8,5.0,3.5,-9.8,-6.3,1460718,1416482,1790808,2177481,1409155,14.2,19.9,19.5,67986,5136341,4896512,239829,67986,90.3,279.6,243.8,96.2,87.1,7.2,6.2,3937.767709,2022.531916,91.71263834,5713.007608,3882.586846,15014.04866,2126,10105722,1800341,17.8,184,4,6,37,7916625,2877316,26.5,2097906,5.5,434790,5.5,434075,12.0,952335,3.0,237766,1
157672,24084,15.27474758,23384,14.83078796,22306,14.14709016,20918,13.26678167,18691,11.85435588,17774,11.27276879,15988,10.14003755,9742,6.178649348,4785,3.034781064,135594,85.99751383,6703,4.251230402,6978,4.425643107,3927,2.490613425,461,0.292379116,4009,2.542620123,157672,1768,7905,14.9,6.6,8.3,-0.1,3.2,3.0,27278,24249,31404,14084,30201,20.2,28.5,27.5,53632,61528,57212,4316,53632,71.3,279.6,243.8,96.2,87.1,7.2,6.2,61.43927606,31.55668539,1.430952388,89.13757173,60.57831307,234.2576679,10,154440,28392,18.4,185,4,6,39,114333,51784,32.8,37501,7.2,8205,7.6,8657,12.7,14552,3.5,4039,4
259666,25636,9.8726826,31476,12.1217256,22566,8.690394584,26073,10.04097571,36185,13.93520908,40421,15.56653547,37427,14.41351582,25714,9.902721188,14168,5.456239939,221914,85.46132339,7321,2.819391064,2558,0.985111643,16847,6.487949905,688,0.264955751,10338,3.981268245,259666,-59,8222,8.2,7.7,0.5,2.1,-2.8,-0.7,12883,20858,44782,112018,16742,6.6,6.4,5.8,122933,141111,137748,3363,122933,163.4,279.6,243.8,96.2,87.1,7.2,6.2,101.1827785,51.96990124,2.356599033,146.798396,99.76488052,385.7929854,66,260814,72684,27.9,186,4,6,41,207741,61566,21.4,44457,6.1,12652,5.4,11266,9.2,19071,2.9,6111,2
17471,1536,8.79171198,1550,8.871844771,1817,10.40009158,1767,10.11390304,1653,9.461393166,2594,14.84746151,3222,18.44198958,2211,12.65525728,1121,6.416347089,15617,89.3881289,220,1.25922958,594,3.399919867,301,1.722855017,34,0.194608208,705,4.035258428,17471,34,728,8.4,9.0,-0.6,0.8,1.8,2.6,1316,3622,5524,3197,2569,14.9,23.2,21.9,51402,7663,7257,406,51402,68.3,279.6,243.8,96.2,87.1,7.2,6.2,6.807839008,3.496669354,0.158558077,9.876975719,6.712439162,25.95714976,0,17658,6311,35.7,187,4,6,43,14643,5686,26.3,3851,9.1,1327,8.7,1275,12.6,1843,3.8,561,6
87606,10365,11.83138141,10228,11.67499943,9423,10.7561126,10359,11.82453257,10207,11.65102847,10981,12.5345296,13534,15.44871356,8602,9.818962172,3907,4.4597402,75494,86.17446294,951,1.085542086,5537,6.320343355,1945,2.220167568,220,0.251124352,3459,3.948359701,87606,-91,1977,11.5,10.0,1.5,0.0,-2.5,-2.5,8101,15925,22532,15241,15140,17.5,25.5,22.1,51386,39715,38151,1564,51386,68.3,279.6,243.8,96.2,87.1,7.2,6.2,34.13700098,17.53358225,0.795068337,49.5267778,33.65863117,130.1586665,14,87497,24313,27.8,188,4,6,45,68893,26895,28.5,19635,8.2,5676,8.5,5888,12.7,8749,3.7,2543,5
274765,43740,15.9190581,47052,17.1244518,41926,15.25885757,36810,13.39690281,31673,11.52730515,29795,10.84381198,23046,8.387531163,13374,4.867432169,7349,2.674649246,225371,82.02318345,10929,3.977580842,6913,2.515968191,21743,7.913307736,1053,0.383236584,8756,3.1867232,274765,3425,6696,14.8,6.4,8.4,0.3,3.9,4.2,48433,40839,46711,22051,56863,21.2,28.5,27.6,56169,115408,105834,9574,56169,74.6,279.6,243.8,96.2,87.1,7.2,6.2,107.0663319,54.99183534,2.493630022,155.3343961,105.5659863,408.2259889,24,267390,40383,15.1,189,4,6,47,194177,90230,36.3,70486,6.6,12913,7.0,13508,12.8,24850,3.4,6602,3
8777,932,10.61866241,910,10.36800729,843,9.604648513,898,10.23128632,908,10.34522046,1162,13.23914777,1520,17.3179902,1095,12.47578899,509,5.799248035,7751,88.31035661,119,1.355816338,439,5.001709012,113,1.287455851,29,0.330409024,326,3.714253162,8777,-71,321,11.1,13.0,-1.9,1.1,-7.4,-6.2,974,2185,2536,1078,1631,19.1,27.2,25.5,45227,3179,2939,240,45227,60.1,279.6,243.8,96.2,87.1,7.2,6.2,3.420090606,1.756640543,0.079655672,4.961949281,3.372164073,13.04023258,0,9017,3106,34.4,190,4,6,49,7069,3110,29.9,2114,10.1,714,10.3,725,14.1,994,4.2,297,6
14250,1393,9.775438596,1528,10.72280702,2009,14.09824561,2035,14.28070175,1818,12.75789474,2099,14.72982456,2014,14.13333333,951,6.673684211,403,2.828070175,12879,90.37894737,115,0.807017544,426,2.989473684,314,2.203508772,48,0.336842105,468,3.284210526,14250,15,337,9.0,3.2,5.8,2.9,-7.7,-4.8,1131,2290,3545,3076,1312,9.3,11.6,11.2,66499,8524,8196,328,66499,88.4,279.6,243.8,96.2,87.1,7.2,6.2,5.552727713,2.852014098,0.129325889,8.056030222,5.474916036,21.17162063,2,14058,2723,19.4,191,4,6,51,11642,4155,27.7,3225,6.1,713,6.3,731,9.6,1112,2.8,328,6
435594,63650,14.61223066,62929,14.44670955,61887,14.20749597,60805,13.95909953,53314,12.23937887,50265,11.53941514,43302,9.940908277,24484,5.620830406,14958,3.433931597,360356,82.72749395,15215,3.492931491,11351,2.605866931,29494,6.77098399,2682,0.61571096,16496,3.787012677,435594,117,18086,13.8,6.2,7.6,0.8,-8.1,-7.4,78816,56133,72422,67157,55614,13.3,19.2,19.0,69665,224057,210010,14047,69665,92.6,279.6,243.8,96.2,87.1,7.2,6.2,169.7357807,87.18036694,3.953233767,246.2567318,167.3572334,647.1740994,27,433168,76257,17.6,192,4,6,53,321760,119010,28.1,90415,6.3,20306,6.3,20253,11.2,36143,3.2,10298,3
139417,14850,10.65149874,17333,12.43248671,17095,12.26177582,17426,12.49919307,17834,12.79184031,18981,13.61455203,17612,12.63260578,11427,8.196274486,6859,4.919773055,116845,83.80972191,3436,2.4645488,1745,1.251640761,12240,8.779417144,567,0.406693588,4584,3.287977793,139417,-969,5018,9.7,9.5,0.1,1.0,-8.1,-7.1,14670,17644,31629,34277,11829,8.8,8.9,8.7,85624,74547,72366,2181,85624,113.8,279.6,243.8,96.2,87.1,7.2,6.2,54.32593961,27.90310522,1.265279118,78.81737301,53.56465747,207.1357076,32,141005,33686,23.9,193,4,6,55,110617,38332,25.2,27875,6.3,6960,5.9,6530,10.1,11153,3.0,3299,4
99696,8919,8.946196437,9875,9.905111539,8796,8.822821377,10804,10.83694431,10748,10.78077355,13917,13.95943669,18652,18.70887498,12140,12.17701814,5845,5.862822982,93094,93.37786872,600,0.601829562,1260,1.26384208,1417,1.421320815,199,0.199606805,3126,3.135532017,99696,193,1176,7.6,9.5,-1.9,0.3,3.7,4.0,4386,13945,29692,27754,10171,10.3,13.7,12.8,66681,48870,47176,1694,66681,88.6,279.6,243.8,96.2,87.1,7.2,6.2,38.84805207,19.95329105,0.904791144,56.36168344,38.3036652,148.1211151,10,98838,33612,34.0,144,4,6,57,82625,30103,22.1,18260,7.9,6567,7.5,6179,10.6,8799,3.5,2857,5
3185968,375647,11.79067084,405046,12.71343592,453720,14.24119765,427482,13.41764889,426230,13.37835157,439796,13.80415623,335974,10.54542921,201400,6.321469644,120673,3.787640052,2278624,71.52061791,67789,2.127736374,32905,1.032810122,681242,21.38257509,12403,0.389300834,113005,3.546959668,3185968,6018,44926,11.6,6.7,5.0,3.2,-6.3,-3.1,320340,368858,604676,857638,330559,10.5,13.3,13.0,89373,1625426,1577885,47541,89373,118.8,279.6,243.8,96.2,87.1,7.2,6.2,1241.460548,637.6439053,28.91425565,1801.140666,1224.06367,4733.481111,651,3155816,598030,19.0,194,4,6,59,2487180,795595,21.6,537231,5.5,137712,5.1,126211,10.1,250520,2.7,68201,1
393149,45164,11.48775655,50753,12.90935498,41508,10.55782922,48228,12.26710484,51793,13.17388573,53349,13.56966443,48814,12.41615774,34480,8.770211803,19060,4.848034715,331535,84.32807918,7374,1.875624763,4210,1.070840826,31619,8.042497882,1044,0.265548176,17367,4.417409176,393149,7584,3956,9.5,8.5,1.0,0.8,17.7,18.5,14403,48289,100446,102345,27596,7.1,7.2,6.8,89175,185213,179376,5837,89175,118.5,279.6,243.8,96.2,87.1,7.2,6.2,153.1964454,78.68536775,3.568024128,222.2610685,151.0496677,584.1123845,70,374985,92327,24.6,195,4,6,61,305708,92018,21.8,66644,5.9,18030,5.7,17509,9.0,27480,2.8,8691,2
18804,1690,8.987449479,1871,9.950010636,1640,8.721548607,1907,10.14145926,1731,9.205488194,2703,14.37460115,3784,20.123378,2466,13.11423101,1012,5.381833652,17071,90.78387577,191,1.015741332,591,3.142948309,219,1.16464582,28,0.148904488,704,3.74388428,18804,64,278,8.5,12.5,-3.9,0.1,7.2,7.4,874,3638,6528,3390,2317,12.5,19.6,19.0,55079,7848,7260,588,55079,73.2,279.6,243.8,96.2,87.1,7.2,6.2,7.32726259,3.763457761,0.17065572,10.63056788,7.224583939,27.93762487,0,18724,6935,37.0,196,4,6,63,15631,5836,25.8,4033,8.5,1336,8.3,1293,11.9,1864,3.7,573,6
2450758,328198,13.39169351,357333,14.58050938,345704,14.10600312,328928,13.42148021,305389,12.46100186,299674,12.2278087,241545,9.855930288,156929,6.403284208,87058,3.55228872,1954479,79.74997939,177121,7.227192567,46871,1.912510334,173695,7.087399082,11005,0.449044745,87587,3.573873879,2450758,33534,33324,12.5,7.3,5.2,0.8,7.8,8.6,280295,411949,504267,333718,307511,12.7,17.1,16.3,66793,1092371,1044563,47808,66793,88.8,279.6,243.8,96.2,87.1,7.2,6.2,954.9748676,490.4979906,22.24185659,1385.500387,941.5925806,3641.159202,351,2355002,437180,18.6,197,4,6,65,1834632,700860,28.8,528374,6.0,110912,6.1,111414,11.7,215186,3.1,57180,1
1540975,199957,12.97600545,198773,12.89917098,220523,14.31061503,228253,14.81224549,192362,12.48313568,194261,12.60636934,162670,10.55630364,91664,5.948441733,52512,3.407712649,970616,62.98713477,167528,10.87155859,23734,1.540193709,260762,16.92188387,19726,1.280098639,98609,6.399130421,1540975,13257,22158,12.6,7.8,4.8,2.8,1.1,3.9,127852,225825,350480,308126,217138,14.3,20.5,20.6,69475,710442,683494,26948,69475,92.3,279.6,243.8,96.2,87.1,7.2,6.2,600.4641815,308.4128017,13.9851201,871.1678015,592.049736,2289.46934,396,1495400,279005,18.7,198,4,6,67,1177066,435403,28.3,333110,5.8,68109,6.0,70125,10.5,123474,2.9,34526,1
61537,8382,13.6210735,9125,14.82847718,8227,13.36919252,8463,13.75270163,7839,12.73867754,8110,13.179063,6221,10.1093651,3349,5.442254254,1821,2.959195281,54070,87.86583681,935,1.519411086,1896,3.081073175,2222,3.610835757,269,0.437135382,2145,3.485707786,61537,1338,289,12.9,5.5,7.5,-0.5,15.0,14.5,7658,9440,13492,7486,5294,8.6,11.9,11.3,80063,30869,29308,1561,80063,106.4,279.6,243.8,96.2,87.1,7.2,6.2,23.97882142,12.31609765,0.558479103,34.78904784,23.64280057,91.42722938,8,58671,10074,17.2,199,4,6,69,45710,16694,28.3,12936,5.6,2562,5.6,2544,10.6,4857,2.9,1332,2
2171603,313371,14.43040003,319398,14.70793695,340133,15.66276156,302440,13.92703915,268000,12.34111391,262251,12.0763786,203132,9.35401176,108068,4.976416039,54810,2.523941991,1666544,76.74257219,204553,9.419447293,44935,2.069208783,168410,7.755100725,10339,0.476099913,76822,3.537571094,2171603,18400,37611,14.1,6.9,7.2,0.7,0.7,1.4,272865,352296,436563,270028,317514,14.9,21.4,20.5,63310,961030,922251,38779,63310,84.1,279.6,243.8,96.2,87.1,7.2,6.2,846.1979059,434.6275348,19.70838512,1227.684168,834.339936,3226.410868,410,2121220,330448,15.6,200,4,6,71,1599325,725284,34.7,554966,5.8,93262,6.0,95615,12.8,204266,3.1,49429,2
3343364,409094,12.23599943,404237,12.09072659,538232,16.09851634,504704,15.09569404,417723,12.49409278,412056,12.32459284,341224,10.20600808,197656,5.911889941,118438,3.542479969,2522987,75.46252816,184779,5.526738937,44035,1.317086623,420909,12.58938602,19678,0.588568879,150976,4.515691381,3343364,17896,108137,12.5,6.9,5.6,3.1,-3.2,-0.2,286008,409272,680074,848022,372148,11.5,14.9,15.1,78777,1592193,1539530,52663,78777,104.7,279.6,243.8,96.2,87.1,7.2,6.2,1302.792276,669.1453517,30.3427032,1890.122205,1284.535942,4967.328718,570,3283665,604412,18.4,201,4,6,73,2620956,893601,24.1,631650,5.3,139723,5.1,133740,9.6,251137,2.7,70932,1
883305,72007,8.151997328,60660,6.867390086,151437,17.14436123,183382,20.76089233,120821,13.67828779,107395,12.15831451,93694,10.60720816,54600,6.181330345,39309,4.450218215,467444,52.91988611,49184,5.568178602,6570,0.743797443,317204,35.91103866,4015,0.454542882,38888,4.402556308,883305,4139,24235,10.2,7.5,2.6,7.2,-5.1,2.1,79408,84630,131509,394004,87596,10.1,10.9,11.1,110601,575567,562022,13545,110601,147.0,279.6,243.8,96.2,87.1,7.2,6.2,344.1931335,176.7858465,8.016435378,499.3636333,339.3698743,1312.350762,337,864263,179193,20.7,202,4,6,75,764613,182564,16.8,128455,4.6,35077,3.8,28886,8.8,67258,2.3,17872,1
752660,110359,14.66253023,114972,15.27542317,105966,14.07886695,102200,13.57850822,93439,12.41450323,90114,11.97273669,71729,9.530066697,41463,5.508861903,22418,2.97850291,500416,66.48632849,62512,8.305476576,14881,1.977121144,128220,17.03558047,6012,0.79876704,40619,5.396726277,752660,10144,15023,13.6,7.4,6.2,1.5,5.9,7.4,96905,129211,147635,84486,105351,14.3,20.5,20.5,63567,326387,306816,19571,63567,84.5,279.6,243.8,96.2,87.1,7.2,6.2,293.2853362,150.6383811,6.830766555,425.5053829,289.1754599,1118.247859,121,724153,123774,17.1,203,4,6,77,548344,238078,33.3,182599,6.3,34534,6.3,34614,12.0,66030,3.1,17092,3
284010,27047,9.523256223,35931,12.65131509,46854,16.49730643,32740,11.52776311,29742,10.47216647,34502,12.1481638,39249,13.81958382,24466,8.614485405,13479,4.745959649,252186,88.79476075,5829,2.052392521,3980,1.401359107,11330,3.989296152,530,0.186613147,10155,3.575578325,284010,1172,16232,8.9,8.4,0.5,0.6,3.1,3.7,17123,37163,68352,64923,34200,12.7,10.8,10.1,70626,140920,136769,4151,70626,93.9,279.6,243.8,96.2,87.1,7.2,6.2,110.6687858,56.84214203,2.577533029,160.5609223,109.1179581,421.9615421,46,280119,70097,25.0,204,4,6,79,234010,87874,27.1,63417,6.3,14743,6.3,14700,9.6,22537,3.0,6945,3
769545,87183,11.32916204,85932,11.16659844,97296,12.64331521,116585,15.14986128,106880,13.88872646,104562,13.5875095,86580,11.25080405,51609,6.706430423,32918,4.277592603,462008,60.03651508,21123,2.744868721,6766,0.879220838,231957,30.14209695,11600,1.507384234,36091,4.68991417,769545,737,8815,11.4,6.9,4.5,6.0,-9.5,-3.5,59339,82174,132756,273630,51830,6.8,7.0,6.4,122930,454875,444868,10007,122930,163.4,279.6,243.8,96.2,87.1,7.2,6.2,299.8648314,154.0177676,6.984006389,435.0510721,295.6627551,1143.334372,131,763450,161619,21.2,205,4,6,81,611162,200387,21.5,131400,5.0,30855,4.3,26186,9.5,58053,2.5,15505,2
446527,55640,12.46061268,63801,14.28827372,82510,18.47816593,53736,12.0342107,47747,10.69297041,50174,11.23649858,45537,10.19803954,28363,6.351911531,19019,4.259316906,381389,85.4123043,10857,2.431431918,9618,2.153957096,26926,6.030094485,1139,0.25507976,16598,3.717132447,446527,921,19626,12.0,7.3,4.8,2.2,-4.8,-2.7,52042,49059,80080,92634,54029,12.6,14.7,14.7,75646,216698,208261,8437,75646,100.5,279.6,243.8,96.2,87.1,7.2,6.2,173.9959893,89.36851221,4.052456219,252.4375443,171.5577426,663.4175611,82,442996,86816,19.6,206,4,6,83,347740,109649,25.3,87978,5.9,20408,5.7,19989,9.6,33512,2.9,10194,3
1937570,231605,11.95337459,237135,12.23878363,278072,14.35158472,302185,15.59608169,270163,13.94339301,252777,13.0460835,186657,9.633561626,109920,5.673085359,69056,3.564051879,1028134,53.06306353,54961,2.836594291,23245,1.199698592,742295,38.31061587,8965,0.462692961,79970,4.127334754,1937570,4187,30975,11.5,5.9,5.6,9.2,-12.7,-3.5,157687,191695,294921,679498,139074,7.3,7.1,6.9,125933,1048804,1021522,27282,125933,167.4,279.6,243.8,96.2,87.1,7.2,6.2,755.0034129,387.7878565,17.5844184,1095.377016,744.4233729,2878.701543,313,1911226,338720,17.7,207,4,6,85,1513143,426522,19.1,289010,4.5,67657,3.8,57548,9.5,143158,2.4,35804,1
274255,28639,10.44247142,37554,13.69309584,45391,16.55065541,31690,11.55493975,32292,11.77444349,35086,12.79320341,35297,12.8701391,19001,6.928223733,9305,3.392827843,238965,87.13241327,3959,1.443547064,5092,1.856666241,14226,5.187143352,549,0.200178666,11464,4.180051412,274255,-850,14048,9.9,7.1,2.7,1.0,-6.8,-5.8,24323,28222,54710,71610,32027,12.2,14.5,13.7,84213,142618,135634,6984,84213,111.9,279.6,243.8,96.2,87.1,7.2,6.2,106.8676027,54.88976325,2.489001517,155.046075,105.3700419,407.4682678,22,273263,57232,20.9,106,4,6,87,221403,62929,20.9,46273,5.7,12721,5.9,13091,9.2,20316,2.9,6334,3
180040,21206,11.77849367,21174,11.76071984,21673,12.03788047,22287,12.3789158,18990,10.54765608,23915,13.2831593,25329,14.06854032,16817,9.340702066,8649,4.803932459,158162,87.84825594,2165,1.202510553,5702,3.167073984,5545,3.07987114,399,0.221617418,8067,4.480670962,180040,501,2834,11.1,11.9,-0.8,1.0,2.7,3.7,11606,31314,55236,27995,26919,15.2,18.2,16.6,53908,74215,70546,3669,53908,71.6,279.6,243.8,96.2,87.1,7.2,6.2,70.15530508,36.03344689,1.633953193,101.7829952,69.17220232,267.4904265,81,178919,47900,26.8,208,4,6,89,141456,52083,26.6,37627,7.7,10904,8.1,11516,11.2,15832,3.4,4876,4
2987,272,9.106126548,245,8.202209575,238,7.96786073,262,8.771342484,297,9.943086709,448,14.99832608,627,20.99096083,413,13.82658185,185,6.193505189,2783,93.17040509,19,0.636089722,75,2.510880482,22,0.736524941,4,0.133913626,84,2.81218614,2987,-22,33,10.7,15.3,-4.7,0.0,-2.7,-2.7,156,620,1118,436,392,13.3,18.0,17.8,52308,1278,1201,77,52308,69.5,279.6,243.8,96.2,87.1,7.2,6.2,1.163929662,0.597822183,0.027108521,1.688657002,1.147619242,4.43786883,0,2885,986,34.2,209,4,6,91,2507,1039,28.0,702,9.5,239,9.2,231,13.3,335,4.0,101,6
43724,4781,10.93449822,4953,11.32787485,4267,9.758942457,4653,10.64175281,4371,9.996798097,5623,12.86021407,7725,17.66764248,5043,11.53371146,2308,5.278565548,37631,86.0648614,647,1.479736529,2226,5.091025524,688,1.573506541,154,0.352209313,2378,5.43866069,43724,-60,576,10.4,12.8,-2.4,0.3,0.8,1.1,3181,8118,13330,7163,7396,17.1,24.2,23.6,47560,17410,16244,1166,47560,63.2,279.6,243.8,96.2,87.1,7.2,6.2,17.03771695,8.750979958,0.396817204,24.7187274,16.79896342,64.96196073,4,43530,14018,32.2,210,4,6,93,34922,14232,28.4,9918,9.2,3211,9.3,3241,12.9,4500,4.0,1387,6
446610,54344,12.16811088,54360,12.17169342,62573,14.01065807,62122,13.90967511,53688,12.02122657,60006,13.43588366,53549,11.99010322,30343,6.79407089,15625,3.498578178,266678,59.7116052,66167,14.81538703,5677,1.271131412,72129,16.1503325,4549,1.018562056,31410,7.032981796,446610,2733,11396,11.6,8.1,3.4,1.4,1.4,2.7,36031,69822,115304,78496,34281,7.9,10.2,9.4,82808,209721,201553,8168,82808,110.0,279.6,243.8,96.2,87.1,7.2,6.2,174.0283315,89.38512394,4.053209485,252.4844672,171.5896316,663.5408765,92,434981,90069,20.7,211,4,6,95,347870,125524,27.1,94273,5.7,19834,5.6,19582,11.0,38175,2.9,10260,3
499942,51841,10.36940285,58528,11.70695801,60663,12.13400754,64748,12.95110233,60711,12.14360866,68685,13.73859368,69886,13.97882154,42717,8.544391149,22163,4.433114241,434068,86.82367155,10269,2.054038268,10951,2.190454093,22794,4.559328882,2025,0.405046986,19835,3.967460225,499942,-3304,10921,9.5,8.8,0.8,1.0,-8.4,-7.4,42831,67183,123081,124873,48846,9.9,11.7,10.5,81002,262348,255161,7187,81002,107.6,279.6,243.8,96.2,87.1,7.2,6.2,194.8099507,100.0590619,4.537224103,282.6349376,192.0800332,742.7777096,82,500943,124291,24.8,212,4,6,97,401746,138277,25.3,101642,6.2,25091,6.3,25187,10.1,40587,3.0,12111,3
549815,81339,14.79388522,82006,14.91519875,77981,14.18313433,75205,13.67823723,66308,12.06005656,65496,11.91237052,52992,9.638151014,31085,5.653719888,17403,3.165246492,458862,83.45752662,19001,3.455889708,10916,1.985395087,33424,6.079135709,5073,0.92267399,22539,4.099378882,549815,4548,6458,14.1,7.4,6.7,1.0,0.7,1.7,73664,97071,111660,57523,84744,15.6,21.4,20.3,59616,243538,227940,15598,59616,79.2,279.6,243.8,96.2,87.1,7.2,6.2,214.2437184,110.040711,4.989846562,310.8299127,211.2414709,816.8754103,88,535684,92698,17.3,213,4,6,99,401014,163760,32.9,131934,6.5,26086,6.9,27606,11.2,44773,3.2,12740,3
96807,13487,13.93184377,13859,14.3161135,13217,13.65293832,12641,13.05794002,11232,11.60246676,11853,12.2439493,10012,10.34222732,6513,6.727819269,3993,4.124701726,70515,72.84080697,2639,2.726042538,2282,2.357267553,16450,16.99257285,392,0.404929396,4529,4.678380696,96807,369,754,13.9,8.4,5.5,2.2,-3.9,-1.6,13697,14879,22621,11024,13011,13.5,18.0,18.0,57879,45477,42085,3392,57879,76.9,279.6,243.8,96.2,87.1,7.2,6.2,37.72230959,19.37508272,0.878572022,54.72842931,37.19369801,143.8288476,0,95583,19219,20.1,214,4,6,101,71748,29364,27.5,19731,7.0,4995,7.2,5158,12.1,8696,3.3,2351,4
63916,8320,13.01708492,8410,13.15789474,7528,11.77795857,7332,11.47130609,6966,10.89867952,8722,13.64603542,8115,12.69635146,5619,8.791225984,2904,4.543463296,57718,90.30289755,637,0.996620565,2145,3.355967207,912,1.426872771,144,0.225295701,2360,3.692346204,63916,198,842,12.1,10.1,2.0,-0.3,1.5,1.2,6766,13319,16540,6709,10749,17.0,24.2,23.1,47572,25626,24176,1450,47572,63.2,279.6,243.8,96.2,87.1,7.2,6.2,24.9058347,12.7922339,0.58006972,36.13398089,24.55682339,94.96177573,8,63247,15876,25.1,215,4,6,103,48553,22722,34.2,16605,8.7,4221,9.4,4555,13.0,6289,3.8,1864,5
12535,1124,8.9668927,1212,9.668927004,1041,8.304746709,1254,10.00398883,1307,10.42680495,1886,15.04587156,2527,20.15955325,1520,12.12604707,664,5.29716793,10906,87.00438771,87,0.694056641,654,5.217391304,180,1.435979258,28,0.223374551,680,5.424810531,12535,-191,385,8.2,12.9,-4.8,0.0,-10.4,-10.4,932,3325,3744,1965,2656,21.6,31.3,29.6,40680,4707,4439,268,40680,54.1,279.6,243.8,96.2,87.1,7.2,6.2,4.884452062,2.508771699,0.113761405,7.086479918,4.816005088,18.62359752,0,13037,4734,36.3,216,4,6,105,10395,4630,30.1,3129,10.3,1071,10.4,1084,14.4,1492,4.3,443,6
